employee_id,full_name,first_name,last_name,position_title,birth_Date,salary,education_level,marital_status,gender,management_role,pay_type,min_scale,max_scale,store_type,store_name,store_street_address,store_city,store_state,store_country
274,"Geneva Takemura",Geneva,Takemura,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
275,"Lynn Campbell",Lynn,Campbell,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
276,"Nina Smith",Nina,Smith,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
277,"Darrell Vuong",Darrell,Vuong,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
278,"Eric Abbott",Eric,Abbott,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
279,"Doris Liff",Doris,Liff,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
280,"John Steinberg",John,Steinberg,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
281,"Jerry Megel",Jerry,Megel,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
282,"John Styles",John,Styles,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
283,"Shirley Head",Shirley,Head,"Store Temporary Stocker",1914-02-02,20.0000,"Partial High School",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
284,"James Story",James,Story,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
285,"Jean Boone",Jean,Boone,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 11","5371 Holland Circle",Portland,OR,USA
16,"Peggy Planck",Peggy,Planck,"Store Manager",1919-06-02,17000.0000,"Bachelors Degree",S,F,"Store Management",Monthly,8500.0000,17000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1066,"David Johnson",David,Johnson,"Store Assistant Manager",1932-12-24,13000.0000,"Bachelors Degree",M,M,"Store Management",Monthly,6700.0000,12500.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1067,"Marjorie Marlowe",Marjorie,Marlowe,"Store Shift Supervisor",1961-09-24,8900.0000,"Partial College",M,M,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1068,"Edward Ortiz",Edward,Ortiz,"Store Shift Supervisor",1961-09-24,8200.0000,"Graduate Degree",S,M,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1069,"Michael Michaels",Michael,Michaels,"Store Shift Supervisor",1961-09-24,7000.0000,"Partial High School",M,M,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1070,"Barbara Obaugh",Barbara,Obaugh,"Store Permanent Butcher",1960-12-10,8500.0000,"Partial College",M,F,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1071,"Brett Hammons",Brett,Hammons,"Store Permanent Butcher",1960-12-10,8500.0000,"Partial College",S,M,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1072,"Donald Curl",Donald,Curl,"Store Information Systems",1942-06-01,9000.0000,"Bachelors Degree",S,F,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1073,"Joyce Heth",Joyce,Heth,"Store Permanent Checker",1914-02-02,7000.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1074,"Alice Salazar",Alice,Salazar,"Store Permanent Checker",1914-02-02,6800.0000,"Partial High School",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1075,"Marcus Reardon",Marcus,Reardon,"Store Permanent Checker",1914-02-02,6700.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1076,"Glenn Chenault",Glenn,Chenault,"Store Permanent Checker",1914-02-02,8200.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1077,"Sandra Edwards",Sandra,Edwards,"Store Permanent Checker",1914-02-02,8000.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1078,"Beulah Sowards",Beulah,Sowards,"Store Permanent Checker",1914-02-02,7000.0000,"Bachelors Degree",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1079,"Konie James",Konie,James,"Store Permanent Checker",1914-02-02,6800.0000,"Graduate Degree",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1080,"Hazel Coy",Hazel,Coy,"Store Permanent Checker",1914-02-02,6700.0000,"Partial High School",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1081,"Merced Putinas",Merced,Putinas,"Store Permanent Checker",1914-02-02,8200.0000,"Bachelors Degree",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1082,"Marilyn Jasper",Marilyn,Jasper,"Store Permanent Checker",1914-02-02,7900.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1083,"Carl Morris",Carl,Morris,"Store Permanent Checker",1914-02-02,7000.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1084,"Merceades Laudenslager",Merceades,Laudenslager,"Store Permanent Checker",1914-02-02,6800.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1085,"Robin Dominica",Robin,Dominica,"Store Permanent Checker",1914-02-02,6700.0000,"Partial High School",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1086,"Jade Brandberry",Jade,Brandberry,"Store Permanent Checker",1914-02-02,8200.0000,"Partial College",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1087,"Kathleen Henderson",Kathleen,Henderson,"Store Permanent Checker",1914-02-02,8100.0000,"Partial High School",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1088,"John Williamson",John,Williamson,"Store Temporary Checker",1914-02-02,20.0000,"Partial High School",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1089,"Eugene Goodwater",Eugene,Goodwater,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1090,"Paula Tomlinson",Paula,Tomlinson,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",M,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1091,"Shauneen Springate",Shauneen,Springate,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1092,"James Delhay",James,Delhay,"Store Temporary Checker",1914-02-02,20.0000,"Partial High School",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1093,"Linda Petrick",Linda,Petrick,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1094,"Bernard Maestas",Bernard,Maestas,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1095,"Thomas Balchuck",Thomas,Balchuck,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1096,"Valerie Waller",Valerie,Waller,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1097,"Beatrice Barney",Beatrice,Barney,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1098,"Emily Gerber",Emily,Gerber,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1099,"Darlyn Grayson",Darlyn,Grayson,"Store Temporary Checker",1914-02-02,20.0000,"Partial High School",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1100,"Rachel Purcell",Rachel,Purcell,"Store Temporary Checker",1914-02-02,20.0000,"Graduate Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1101,"Steve Eurich",Steve,Eurich,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",M,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1102,"Mary Pierson",Mary,Pierson,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1103,"Leo Jones",Leo,Jones,"Store Temporary Checker",1914-02-02,20.0000,"Graduate Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1104,"Nancy Beatty",Nancy,Beatty,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1105,"Clara McNight",Clara,McNight,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",M,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1106,"Marcella Isaacs",Marcella,Isaacs,"Store Permanent Stocker",1914-02-02,4400.0000,"High School Degree",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1107,"Charlotte Yonce",Charlotte,Yonce,"Store Permanent Stocker",1914-02-02,4800.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1108,"Benjamin Foster",Benjamin,Foster,"Store Permanent Stocker",1914-02-02,3700.0000,"Partial High School",S,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1109,"John Reed",John,Reed,"Store Permanent Stocker",1914-02-02,6500.0000,"Partial High School",S,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1110,"Lynn Kwiatkowski",Lynn,Kwiatkowski,"Store Permanent Stocker",1914-02-02,4300.0000,"Partial High School",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1111,"Donald Vann",Donald,Vann,"Store Permanent Stocker",1914-02-02,5200.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1112,"William Smith",William,Smith,"Store Permanent Stocker",1914-02-02,4650.0000,"Partial College",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1113,"Amy Hensley",Amy,Hensley,"Store Permanent Stocker",1914-02-02,4550.0000,"Bachelors Degree",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1114,"Judy Owens",Judy,Owens,"Store Permanent Stocker",1914-02-02,4400.0000,"Graduate Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1115,"Frederick Castillo",Frederick,Castillo,"Store Permanent Stocker",1914-02-02,4200.0000,"Partial College",S,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1116,"Phil Munoz",Phil,Munoz,"Store Permanent Stocker",1914-02-02,4700.0000,"Partial High School",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1117,"Lori Lightfoot",Lori,Lightfoot,"Store Permanent Stocker",1914-02-02,4500.0000,"High School Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1118,"Joyce Simmons",Joyce,Simmons,"Store Permanent Stocker",1914-02-02,4400.0000,"High School Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1119,"James Hays",James,Hays,"Store Permanent Stocker",1914-02-02,4600.0000,"High School Degree",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1120,"Elizabeth Auintana",Elizabeth,Auintana,"Store Permanent Stocker",1914-02-02,4400.0000,"Graduate Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1121,"Luther Flanigan",Luther,Flanigan,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1122,"Oleta Shanklin",Oleta,Shanklin,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1123,"Margaret Lewis",Margaret,Lewis,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1124,"Chris King",Chris,King,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1125,"Anna Frongillo",Anna,Frongillo,"Store Temporary Stocker",1914-02-02,20.0000,"Partial High School",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1126,"Sheila Stallings",Sheila,Stallings,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1127,"Richard Yoshimura",Richard,Yoshimura,"Store Temporary Stocker",1914-02-02,20.0000,"Partial High School",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1128,"Stacey Rowland",Stacey,Rowland,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1129,"Daniel Balleo",Daniel,Balleo,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1130,"Myrtle Maggard",Myrtle,Maggard,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1131,"Marin Bezic",Marin,Bezic,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1132,"Joan Staley",Joan,Staley,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1133,"Troy Lipford",Troy,Lipford,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1134,"Johann Winternitz",Johann,Winternitz,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1135,"Ruben Burns",Ruben,Burns,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1136,"Sepideh Cruz",Sepideh,Cruz,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1137,"Heather Geiermann",Heather,Geiermann,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
1138,"James Eichorn",James,Eichorn,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 12","1120 Westchester Pl",Hidalgo,Zacatecas,Mexico
24,"Jacqueline Wyllie",Jacqueline,Wyllie,"Store Manager",1921-12-04,17000.0000,"Partial College",S,F,"Store Management",Monthly,8500.0000,17000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
286,"Ralph Mccoy",Ralph,Mccoy,"Store Assistant Manager",1932-12-24,13000.0000,"Bachelors Degree",M,F,"Store Management",Monthly,6700.0000,12500.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
287,"Anne Tuck",Anne,Tuck,"Store Shift Supervisor",1961-09-24,8900.0000,"Bachelors Degree",M,F,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
288,"Joy Sincich",Joy,Sincich,"Store Shift Supervisor",1961-09-24,8200.0000,"Partial College",M,F,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
289,"Bertha Jameson",Bertha,Jameson,"Store Shift Supervisor",1961-09-24,7000.0000,"Partial High School",M,F,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
290,"Charles Sanchez",Charles,Sanchez,"Store Permanent Butcher",1960-12-10,8500.0000,"High School Degree",S,M,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
291,"Wanda Parks",Wanda,Parks,"Store Permanent Butcher",1960-12-10,8500.0000,"Graduate Degree",M,M,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
292,"Nathan Vij",Nathan,Vij,"Store Information Systems",1942-06-01,9000.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
293,"Corinne Zugschwert",Corinne,Zugschwert,"Store Permanent Checker",1914-02-02,7000.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
294,"Michelle Adams",Michelle,Adams,"Store Permanent Checker",1914-02-02,6800.0000,"Partial High School",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
295,"Donahue Steen",Donahue,Steen,"Store Permanent Checker",1914-02-02,6700.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
296,"John Baker",John,Baker,"Store Permanent Checker",1914-02-02,8200.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
297,"Keith Pearl",Keith,Pearl,"Store Permanent Checker",1914-02-02,8000.0000,"Graduate Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
298,"Sarah Roundtree",Sarah,Roundtree,"Store Permanent Checker",1914-02-02,7000.0000,"Partial High School",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
299,"Lawrence Bollin",Lawrence,Bollin,"Store Permanent Checker",1914-02-02,6800.0000,"Partial College",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
300,"Fred Hopkins",Fred,Hopkins,"Store Permanent Checker",1914-02-02,6700.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
301,"Caroline Vicknair",Caroline,Vicknair,"Store Permanent Checker",1914-02-02,8200.0000,"Graduate Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
302,"Nancy McPhearson",Nancy,McPhearson,"Store Permanent Checker",1914-02-02,7900.0000,"High School Degree",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
303,"Anna Albright",Anna,Albright,"Store Permanent Checker",1914-02-02,7000.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
304,"Phyllis Thomas",Phyllis,Thomas,"Store Permanent Checker",1914-02-02,6800.0000,"Bachelors Degree",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
305,"Tina Perko",Tina,Perko,"Store Permanent Checker",1914-02-02,6700.0000,"Partial High School",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
306,"Jane McCarty",Jane,McCarty,"Store Permanent Checker",1914-02-02,8200.0000,"Graduate Degree",S,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
307,"Scot Bent",Scot,Bent,"Store Permanent Checker",1914-02-02,8100.0000,"High School Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 13","5179 Valley Ave",Salem,OR,USA
